text,devanagari,label,type
हee कaaर क्sheत्र वaaटटaa,ही कार क्षेत्र वाटटा,neutral,sentence
हee कaaर क्sshaayत्र वaटटah,ही कार क्षेत्र वाटटा,neutral,sentence
हi कaर क्ṣēत्र वaटटa,ही कार क्षेत्र वाटटा,neutral,sentence
हen कपडen खooप भिरaanत दिसतaa,हें कपडें खूप भिरांत दिसता,negative,sentence
हen कपडen खooप भिरāṃत दिसतa,हें कपडें खूप भिरांत दिसता,negative,sentence
हeyn कपडēṃ खūप भिरāṃत दिसतah,हें कपडें खूप भिरांत दिसता,negative,sentence
हaym कपडeym खouप भिरamत दिसतah,हें कपडें खूप भिरांत दिसता,negative,sentence
हAYṂ कपडEN खOUप भिरĀNत दिसतĀ,हें कपडें खूप भिरांत दिसता,negative,sentence
हee पक्sshaie खouप क्sēत्र जaलen,ही पक्षी खूप क्षेत्र जालें,neutral,sentence
हi पक्si खuप क्ṣēत्र जahलēṃ,ही पक्षी खूप क्षेत्र जालें,neutral,sentence
हie पक्sie खouप क्seत्र जāलeṃ,ही पक्षी खूप क्षेत्र जालें,neutral,sentence
हee पक्shee खooप क्sheत्र जaaलen,ही पक्षी खूप क्षेत्र जालें,neutral,sentence
हi पक्sī खooप क्ssaeyत्र जaaलeṃ,ही पक्षी खूप क्षेत्र जालें,neutral,sentence
हēm shिक्ṣण बरiच सुदaiवī करतā,हें शिक्षण बरीच सुदैवी करता,positive,sentence
हen shिक्shण बरeeच सुदaiवee करतaa,हें शिक्षण बरीच सुदैवी करता,positive,sentence
हaym sिक्sण बरiच सुदaeवi करतah,हें शिक्षण बरीच सुदैवी करता,positive,sentence
हayn śिक्ṣण बरiच सुदaeवee करतaa,हें शिक्षण बरीच सुदैवी करता,positive,sentence
हEN Sिक्Ṣण बरIEच सुदAIवĪ करतAH,हें शिक्षण बरीच सुदैवी करता,positive,sentence
हī बayट बरieच स्थahन आसaa,ही बेट बरीच स्थान आसा,neutral,sentence
हi बayट बरiच स्थāन आसa,ही बेट बरीच स्थान आसा,neutral,sentence
हee बeट बरeeच स्थaaन आसaa,ही बेट बरीच स्थान आसा,neutral,sentence
हi बeyट बरieच स्थāन आसā,ही बेट बरीच स्थान आसा,neutral,sentence
हī बēट बरīच स्थaन आसah,ही बेट बरीच स्थान आसा,neutral,sentence
हIE ṚतOO फAर क्SHEत्र करतĀ,ही ऋतू फार क्षेत्र करता,neutral,sentence
हī riतoo फāर क्ssaeyत्र करतaa,ही ऋतू फार क्षेत्र करता,neutral,sentence
हi riतū फahर क्ṣeyत्र करतā,ही ऋतू फार क्षेत्र करता,neutral,sentence
हee riतoo फaaर क्sheत्र करतaa,ही ऋतू फार क्षेत्र करता,neutral,sentence
हi riतu फahर क्ssaeyत्र करतaa,ही ऋतू फार क्षेत्र करता,neutral,sentence
हaym सohनeyn बरīच स्थळ यēतā,हें सोनें बरीच स्थळ येता,neutral,sentence
हeyṃ सowनen बरeeच स्थळ यeyतā,हें सोनें बरीच स्थळ येता,neutral,sentence
हen सoनen बरeeच स्थळ यeतaa,हें सोनें बरीच स्थळ येता,neutral,sentence
हeyn सōनēm बरiच स्थळ यēतā,हें सोनें बरीच स्थळ येता,neutral,sentence
हēn सohनayṃ बरeeच स्थळ यēतā,हें सोनें बरीच स्थळ येता,neutral,sentence
हEYṂ प्रAणIE बरIEच अवलOHकन दिसतAH,हें प्राणी बरीच अवलोकन दिसता,neutral,sentence
हēn प्रahणi बरiच अवलohकन दिसतah,हें प्राणी बरीच अवलोकन दिसता,neutral,sentence
हen प्रaaणee बरeeच अवलoकन दिसतaa,हें प्राणी बरीच अवलोकन दिसता,neutral,sentence
हēṃ प्रaणie बरiच अवलohकन दिसतah,हें प्राणी बरीच अवलोकन दिसता,neutral,sentence
हēn प्रahणī बरieच अवलōकन दिसतah,हें प्राणी बरीच अवलोकन दिसता,neutral,sentence
हĒṂ हवĀमAHन बरIच समजOUतदAर जAलAYN,हें हवामान बरीच समजूतदार जालें,positive,sentence
हen हवaaमaaन बरeeच समजooतदaaर जaaलen,हें हवामान बरीच समजूतदार जालें,positive,sentence
हēm हवāमāन बरiच समजouतदaर जāलeyṃ,हें हवामान बरीच समजूतदार जालें,positive,sentence
हem हवāमahन बरieच समजooतदāर जahलeyṃ,हें हवामान बरीच समजूतदार जालें,positive,sentence
हēn हवahमāन बरiच समजooतदaर जāलeyn,हें हवामान बरीच समजूतदार जालें,positive,sentence
हi रस्तō फahर बुद्धeeमāन यayतaa,ही रस्तो फार बुद्धीमान येता,positive,sentence
हee रस्तo फaaर बुद्धeeमaaन यeतaa,ही रस्तो फार बुद्धीमान येता,positive,sentence
हIE रस्तOW फAर बुद्धIमAHन यEतAH,ही रस्तो फार बुद्धीमान येता,positive,sentence
हI रस्तOW फAर बुद्धĪमAन यEतA,ही रस्तो फार बुद्धीमान येता,positive,sentence
हī रस्तoh फaर बुद्धieमāन यayतa,ही रस्तो फार बुद्धीमान येता,positive,sentence
हen पुस्तक प्रचnड निरुपयoगee जaaलen,हें पुस्तक प्रचंड निरुपयोगी जालें,negative,sentence
हēn पुस्तक प्रचṃड निरुपयoगie जahलen,हें पुस्तक प्रचंड निरुपयोगी जालें,negative,sentence
हayn पुस्तक प्रचmड निरुपयowगi जahलeyṃ,हें पुस्तक प्रचंड निरुपयोगी जालें,negative,sentence
हen पुस्तक प्रचnड निरुपयoगī जahलēn,हें पुस्तक प्रचंड निरुपयोगी जालें,negative,sentence
हeyn पुस्तक प्रचmड निरुपयōगi जaलeym,हें पुस्तक प्रचंड निरुपयोगी जालें,negative,sentence
हee प्लॅस्टिक खooप प्रaaणवaaन आसaa,ही प्लॅस्टिक खूप प्राणवान आसा,positive,sentence
हī प्लॅस्टिक खuप प्रahणवahन आसā,ही प्लॅस्टिक खूप प्राणवान आसा,positive,sentence
हi प्लॅस्टिक खouप प्रahणवaन आसaa,ही प्लॅस्टिक खूप प्राणवान आसा,positive,sentence
हi प्लॅस्टिक खuप प्रāणवāन आसā,ही प्लॅस्टिक खूप प्राणवान आसा,positive,sentence
हī प्लॅस्टिक खooप प्रahणवahन आसah,ही प्लॅस्टिक खूप प्राणवान आसा,positive,sentence
हie प्लॅस्टिक अतिsaय śeyवट दिसतā,ही प्लॅस्टिक अतिशय शेवट दिसता,neutral,sentence
हee प्लॅस्टिक अतिshय sheवट दिसतaa,ही प्लॅस्टिक अतिशय शेवट दिसता,neutral,sentence
हi प्लॅस्टिक अतिśय sayवट दिसतa,ही प्लॅस्टिक अतिशय शेवट दिसता,neutral,sentence
हĪ प्लॅस्टिक अतिSAय ŚAYवट दिसतA,ही प्लॅस्टिक अतिशय शेवट दिसता,neutral,sentence
हI प्लॅस्टिक अतिSHAय SHAYवट दिसतA,ही प्लॅस्टिक अतिशय शेवट दिसता,neutral,sentence
हAYN चित्र खŪप सडिल्लAYṂ यĒतAH,हें चित्र खूप सडिल्लें येता,negative,sentence
हEṂ चित्र खOOप सडिल्लEṂ यEतAA,हें चित्र खूप सडिल्लें येता,negative,sentence
हen चित्र खooप सडिल्लen यeतaa,हें चित्र खूप सडिल्लें येता,negative,sentence
हayṃ चित्र खooप सडिल्लaym यeतā,हें चित्र खूप सडिल्लें येता,negative,sentence
हēn चित्र खouप सडिल्लen यeतā,हें चित्र खूप सडिल्लें येता,negative,sentence
हayn जayवण अतिsaय प्रस्थaन यayतa,हें जेवण अतिशय प्रस्थान येता,neutral,sentence
हēm जeवण अतिsय प्रस्थaन यayतah,हें जेवण अतिशय प्रस्थान येता,neutral,sentence
हeyn जayवण अतिsय प्रस्थaन यēतah,हें जेवण अतिशय प्रस्थान येता,neutral,sentence
हen जeवण अतिshय प्रस्थaaन यeतaa,हें जेवण अतिशय प्रस्थान येता,neutral,sentence
हēm जayवण अतिshaय प्रस्थaन यeतa,हें जेवण अतिशय प्रस्थान येता,neutral,sentence
हo गeम खooप सaaहसee दिसतaa,हो गेम खूप साहसी दिसता,positive,sentence
हō गeyम खouप सaहसi दिसतa,हो गेम खूप साहसी दिसता,positive,sentence
हow गayम खuप सāहसee दिसतaa,हो गेम खूप साहसी दिसता,positive,sentence
हOH गEम खŪप सAHहसI दिसतĀ,हो गेम खूप साहसी दिसता,positive,sentence
हow गayम खūप सāहसi दिसतah,हो गेम खूप साहसी दिसता,positive,sentence
हeṃ सmकल्प प्रचṃड seyवट जāलēn,हें संकल्प प्रचंड शेवट जालें,neutral,sentence
हen सnकल्प प्रचnड sheवट जaaलen,हें संकल्प प्रचंड शेवट जालें,neutral,sentence
हeyn सmकल्प प्रचmड śeवट जaaलayn,हें संकल्प प्रचंड शेवट जालें,neutral,sentence
हeyṃ सṃकल्प प्रचnड shayवट जāलem,हें संकल्प प्रचंड शेवट जालें,neutral,sentence
हem सṃकल्प प्रचnड sayवट जahलen,हें संकल्प प्रचंड शेवट जालें,neutral,sentence
हayṃ सnकल्प बरiच निरieक्sण यēतaa,हें संकल्प बरीच निरीक्षण येता,neutral,sentence
हaym सnकल्प बरīच निरiक्sण यēतa,हें संकल्प बरीच निरीक्षण येता,neutral,sentence
हen सnकल्प बरeeच निरeeक्ṣण यeyतā,हें संकल्प बरीच निरीक्षण येता,neutral,sentence
हayṃ सṃकल्प बरiच निरiक्ssaण यeyतah,हें संकल्प बरीच निरीक्षण येता,neutral,sentence
हen सnकल्प बरeeच निरeeक्shण यeतaa,हें संकल्प बरीच निरीक्षण येता,neutral,sentence
हee कवितa मayल दिसतā,ही कविता मैल दिसता,negative,sentence
हee कवितaa मaiल दिसतaa,ही कविता मैल दिसता,negative,sentence
हi कवितa मaiल दिसतā,ही कविता मैल दिसता,negative,sentence
हi कवितa मaeल दिसतah,ही कविता मैल दिसता,negative,sentence
हie कवितah मaiल दिसतah,ही कविता मैल दिसता,negative,sentence
हaym स्वप्न खouप पaवन आसaa,हें स्वप्न खूप पावन आसा,positive,sentence
हayn स्वप्न खouप पaवन आसā,हें स्वप्न खूप पावन आसा,positive,sentence
हen स्वप्न खooप पaaवन आसaa,हें स्वप्न खूप पावन आसा,positive,sentence
हaym स्वप्न खūप पaवन आसa,हें स्वप्न खूप पावन आसा,positive,sentence
हeyṃ स्वप्न खooप पaaवन आसa,हें स्वप्न खूप पावन आसा,positive,sentence
हee बayट खuप हितकahरक वaaटटa,ही बेट खूप हितकारक वाटटा,positive,sentence
हĪ बĒट खŪप हितकAAरक वAAटटA,ही बेट खूप हितकारक वाटटा,positive,sentence
हee बeट खooप हितकaaरक वaaटटaa,ही बेट खूप हितकारक वाटटा,positive,sentence
हi बeyट खouप हितकaरक वaटटa,ही बेट खूप हितकारक वाटटा,positive,sentence
हie बayट खooप हितकahरक वaटटa,ही बेट खूप हितकारक वाटटा,positive,sentence
हaym दवaaखāनeym प्रचnड त्रaस दिसतā,हें दवाखानें प्रचंड त्रास दिसता,negative,sentence
हAYM दवAHखAनEM प्रचṂड त्रAAस दिसतAH,हें दवाखानें प्रचंड त्रास दिसता,negative,sentence
हeyn दवaखaनen प्रचmड त्रaस दिसतa,हें दवाखानें प्रचंड त्रास दिसता,negative,sentence
हen दवaaखaaनen प्रचnड त्रaaस दिसतaa,हें दवाखानें प्रचंड त्रास दिसता,negative,sentence
हEN दवĀखAनEYM प्रचNड त्रAHस दिसतAH,हें दवाखानें प्रचंड त्रास दिसता,negative,sentence
हēn डohmगर बरieच सnपर्क करतā,हें डोंगर बरीच संपर्क करता,neutral,sentence
हEYM डOWMगर बरIEच सNपर्क करतA,हें डोंगर बरीच संपर्क करता,neutral,sentence
हēn डohmगर बरeeच सmपर्क करतā,हें डोंगर बरीच संपर्क करता,neutral,sentence
हayṃ डoṃगर बरiच सnपर्क करतaa,हें डोंगर बरीच संपर्क करता,neutral,sentence
हen डonगर बरeeच सnपर्क करतaa,हें डोंगर बरीच संपर्क करता,neutral,sentence
हi ऍप अतिshय सohबiत करतā,ही ऍप अतिशय सोबीत करता,positive,sentence
हee ऍप अतिśय सohबiत करतah,ही ऍप अतिशय सोबीत करता,positive,sentence
हĪ ऍप अतिSय सOHबĪत करतA,ही ऍप अतिशय सोबीत करता,positive,sentence
हee ऍप अतिshय सohबieत करतa,ही ऍप अतिशय सोबीत करता,positive,sentence
हee ऍप अतिshय सoबeeत करतaa,ही ऍप अतिशय सोबीत करता,positive,sentence
हi रस्तō प्रचnड उदahसeeन वahटटah,ही रस्तो प्रचंड उदासीन वाटटा,negative,sentence
हee रस्तo प्रचnड उदaaसeeन वaaटटaa,ही रस्तो प्रचंड उदासीन वाटटा,negative,sentence
हī रस्तo प्रचmड उदaसieन वaटटah,ही रस्तो प्रचंड उदासीन वाटटा,negative,sentence
हi रस्तo प्रचmड उदaसiन वahटटah,ही रस्तो प्रचंड उदासीन वाटटा,negative,sentence
हie रस्तoh प्रचṃड उदāसeeन वāटटah,ही रस्तो प्रचंड उदासीन वाटटा,negative,sentence
हēṃ पुस्तक śुद्ध जāलen,हें पुस्तक शुद्ध जालें,positive,sentence
हeyn पुस्तक sुद्ध जaaलayn,हें पुस्तक शुद्ध जालें,positive,sentence
हeyn पुस्तक sुद्ध जahलeyṃ,हें पुस्तक शुद्ध जालें,positive,sentence
हen पुस्तक shुद्ध जahलayn,हें पुस्तक शुद्ध जालें,positive,sentence
हen पुस्तक shुद्ध जaaलen,हें पुस्तक शुद्ध जालें,positive,sentence
हī नāटक फaर मaप करतa,ही नाटक फार माप करता,neutral,sentence
हee नaaटक फaaर मaaप करतaa,ही नाटक फार माप करता,neutral,sentence
हie नaटक फaर मaप करतa,ही नाटक फार माप करता,neutral,sentence
हi नāटक फaर मahप करतā,ही नाटक फार माप करता,neutral,sentence
हie नāटक फāर मāप करतah,ही नाटक फार माप करता,neutral,sentence
हie कल्पनaa प्रचṃड अnतर्गत जāलen,ही कल्पना प्रचंड अंतर्गत जालें,neutral,sentence
हī कल्पनa प्रचmड अṃतर्गत जāलaym,ही कल्पना प्रचंड अंतर्गत जालें,neutral,sentence
हee कल्पनaa प्रचnड अnतर्गत जaaलen,ही कल्पना प्रचंड अंतर्गत जालें,neutral,sentence
हie कल्पनa प्रचmड अṃतर्गत जaलēm,ही कल्पना प्रचंड अंतर्गत जालें,neutral,sentence
हi कल्पनa प्रचnड अnतर्गत जahलeym,ही कल्पना प्रचंड अंतर्गत जालें,neutral,sentence
हi इच्छa अतिsय परiक्ṣण करतa,ही इच्छा अतिशय परीक्षण करता,neutral,sentence
हee इच्छaa अतिsय परieक्sण करतa,ही इच्छा अतिशय परीक्षण करता,neutral,sentence
हie इच्छā अतिshय परieक्shण करतah,ही इच्छा अतिशय परीक्षण करता,neutral,sentence
हee इच्छaa अतिshय परeeक्shण करतaa,ही इच्छा अतिशय परीक्षण करता,neutral,sentence
हī इच्छā अतिshय परiक्sshaण करतa,ही इच्छा अतिशय परीक्षण करता,neutral,sentence
हi वस्तu sooर वāटटa,ही वस्तू शूर वाटटा,positive,sentence
हi वस्तoo shuर वaटटah,ही वस्तू शूर वाटटा,positive,sentence
हī वस्तou shaooर वaटटā,ही वस्तू शूर वाटटा,positive,sentence
हee वस्तoo shooर वaaटटaa,ही वस्तू शूर वाटटा,positive,sentence
हĪ वस्तŪ ŚUर वAटटA,ही वस्तू शूर वाटटा,positive,sentence
हen समुद्र फaaर कठoर वaaटटaa,हें समुद्र फार कठोर वाटटा,negative,sentence
हayn समुद्र फahर कठowर वahटटaa,हें समुद्र फार कठोर वाटटा,negative,sentence
हeyn समुद्र फaर कठoर वaटटā,हें समुद्र फार कठोर वाटटा,negative,sentence
हēṃ समुद्र फaर कठoर वaटटā,हें समुद्र फार कठोर वाटटा,negative,sentence
हēn समुद्र फahर कठohर वahटटa,हें समुद्र फार कठोर वाटटा,negative,sentence
हayn डowṃगर अतिsय फुकट आसaa,हें डोंगर अतिशय फुकट आसा,negative,sentence
हēṃ डōnगर अतिshaय फुकट आसā,हें डोंगर अतिशय फुकट आसा,negative,sentence
हēṃ डōṃगर अतिśय फुकट आसa,हें डोंगर अतिशय फुकट आसा,negative,sentence
हeym डohmगर अतिśय फुकट आसa,हें डोंगर अतिशय फुकट आसा,negative,sentence
हen डonगर अतिshय फुकट आसaa,हें डोंगर अतिशय फुकट आसा,negative,sentence
हi फुल खūप अप्रaकृतिक करतa,ही फुल खूप अप्राकृतिक करता,negative,sentence
हi फुल खooप अप्रahकृतिक करतa,ही फुल खूप अप्राकृतिक करता,negative,sentence
हī फुल खouप अप्रaकृतिक करतa,ही फुल खूप अप्राकृतिक करता,negative,sentence
हee फुल खooप अप्रaaकृतिक करतaa,ही फुल खूप अप्राकृतिक करता,negative,sentence
हie फुल खūप अप्रāकृतिक करतah,ही फुल खूप अप्राकृतिक करता,negative,sentence
हi नaटक हeyतoo आसah,ही नाटक हेतू आसा,neutral,sentence
हi नaaटक हeतou आसaa,ही नाटक हेतू आसा,neutral,sentence
हie नahटक हayतou आसah,ही नाटक हेतू आसा,neutral,sentence
हee नaaटक हēतou आसaa,ही नाटक हेतू आसा,neutral,sentence
हee नaaटक हeतoo आसaa,ही नाटक हेतू आसा,neutral,sentence
हeyṃ घर अतिsaय अṃत आसaa,हें घर अतिशय अंत आसा,neutral,sentence
हen घर अतिshय अnत आसaa,हें घर अतिशय अंत आसा,neutral,sentence
हeyn घर अतिsय अmत आसah,हें घर अतिशय अंत आसा,neutral,sentence
हēn घर अतिsय अmत आसa,हें घर अतिशय अंत आसा,neutral,sentence
हĒN घर अतिSय अNत आसAA,हें घर अतिशय अंत आसा,neutral,sentence
हĒN ध्यEYय बरIच सडिल्लAYN वAटटA,हें ध्येय बरीच सडिल्लें वाटटा,negative,sentence
हen ध्यeय बरeeच सडिल्लen वaaटटaa,हें ध्येय बरीच सडिल्लें वाटटा,negative,sentence
हēm ध्यēय बरīच सडिल्लen वaटटa,हें ध्येय बरीच सडिल्लें वाटटा,negative,sentence
हeym ध्यēय बरiच सडिल्लēn वaटटā,हें ध्येय बरीच सडिल्लें वाटटा,negative,sentence
हAYN ध्यĒय बरEEच सडिल्लEYṂ वĀटटAH,हें ध्येय बरीच सडिल्लें वाटटा,negative,sentence
हie नāटक फaर जahगoh आसa,ही नाटक फार जागो आसा,neutral,sentence
हEE नAHटक फAHर जAHगŌ आसĀ,ही नाटक फार जागो आसा,neutral,sentence
हI नAटक फAHर जAHगOH आसA,ही नाटक फार जागो आसा,neutral,sentence
हee नaaटक फaaर जaaगo आसaa,ही नाटक फार जागो आसा,neutral,sentence
हī नaटक फahर जaगō आसa,ही नाटक फार जागो आसा,neutral,sentence
हoh हōटeyल खuप विवeचन दिसतa,हो होटेल खूप विवेचन दिसता,neutral,sentence
हō हoटeल खuप विवeचन दिसतa,हो होटेल खूप विवेचन दिसता,neutral,sentence
हoh हoटēल खuप विवeचन दिसतah,हो होटेल खूप विवेचन दिसता,neutral,sentence
हo हoटeल खooप विवeचन दिसतaa,हो होटेल खूप विवेचन दिसता,neutral,sentence
हō हoटeyल खuप विवēचन दिसतa,हो होटेल खूप विवेचन दिसता,neutral,sentence
हēn पुस्तक बरieच चिरस्थāयi आसah,हें पुस्तक बरीच चिरस्थायी आसा,positive,sentence
हen पुस्तक बरeeच चिरस्थaaयee आसaa,हें पुस्तक बरीच चिरस्थायी आसा,positive,sentence
हayṃ पुस्तक बरiच चिरस्थahयee आसā,हें पुस्तक बरीच चिरस्थायी आसा,positive,sentence
हeṃ पुस्तक बरieच चिरस्थaयi आसah,हें पुस्तक बरीच चिरस्थायी आसा,positive,sentence
हayṃ पुस्तक बरīच चिरस्थaयi आसah,हें पुस्तक बरीच चिरस्थायी आसा,positive,sentence
हēn स्वप्न प्रचnड सnबnध करतā,हें स्वप्न प्रचंड संबंध करता,neutral,sentence
हeṃ स्वप्न प्रचmड सnबṃध करतah,हें स्वप्न प्रचंड संबंध करता,neutral,sentence
हen स्वप्न प्रचnड सnबnध करतaa,हें स्वप्न प्रचंड संबंध करता,neutral,sentence
हēn स्वप्न प्रचmड सnबnध करतah,हें स्वप्न प्रचंड संबंध करता,neutral,sentence
हen स्वप्न प्रचnड सnबmध करतā,हें स्वप्न प्रचंड संबंध करता,neutral,sentence
हen सॉफ्टवeअर अतिshय कठoर वaaटटaa,हें सॉफ्टवेअर अतिशय कठोर वाटटा,negative,sentence
हeyn सॉफ्टवayअर अतिsय कठowर वahटटah,हें सॉफ्टवेअर अतिशय कठोर वाटटा,negative,sentence
हeyn सॉफ्टवayअर अतिśय कठowर वaटटā,हें सॉफ्टवेअर अतिशय कठोर वाटटा,negative,sentence
हeyn सॉफ्टवēअर अतिsय कठōर वaटटā,हें सॉफ्टवेअर अतिशय कठोर वाटटा,negative,sentence
हem सॉफ्टवayअर अतिshय कठōर वahटटā,हें सॉफ्टवेअर अतिशय कठोर वाटटा,negative,sentence
हo हoटeल खooप फसवen दिसतaa,हो होटेल खूप फसवें दिसता,negative,sentence
हO हOटAYल खŪप फसवEN दिसतA,हो होटेल खूप फसवें दिसता,negative,sentence
हoh हowटayल खooप फसवayṃ दिसतah,हो होटेल खूप फसवें दिसता,negative,sentence
हOH हŌटEYल खŪप फसवĒN दिसतĀ,हो होटेल खूप फसवें दिसता,negative,sentence
हow हowटeyल खuप फसवaym दिसतa,हो होटेल खूप फसवें दिसता,negative,sentence
हi कहaणi अतिsaय भ्रमित आसā,ही कहाणी अतिशय भ्रमित आसा,negative,sentence
हie कहahणi अतिsय भ्रमित आसa,ही कहाणी अतिशय भ्रमित आसा,negative,sentence
हie कहaणi अतिshय भ्रमित आसa,ही कहाणी अतिशय भ्रमित आसा,negative,sentence
हee कहaaणee अतिshय भ्रमित आसaa,ही कहाणी अतिशय भ्रमित आसा,negative,sentence
हie कहaaणee अतिśय भ्रमित आसah,ही कहाणी अतिशय भ्रमित आसा,negative,sentence
हen गaaणen फaaर क्sheत्र जaaलen,हें गाणें फार क्षेत्र जालें,neutral,sentence
हeym गahणeṃ फaर क्sayत्र जāलaym,हें गाणें फार क्षेत्र जालें,neutral,sentence
हēm गaणaym फaर क्sshayत्र जahलem,हें गाणें फार क्षेत्र जालें,neutral,sentence
हeyn गahणayn फāर क्sshaeyत्र जāलēm,हें गाणें फार क्षेत्र जालें,neutral,sentence
हeyṃ गahणaym फahर क्sshaayत्र जāलen,हें गाणें फार क्षेत्र जालें,neutral,sentence
हee कवितaa बरiच सुविधah जahलēṃ,ही कविता बरीच सुविधा जालें,positive,sentence
हIE कवितA बरIच सुविधĀ जAलĒM,ही कविता बरीच सुविधा जालें,positive,sentence
हee कवितaa बरeeच सुविधaa जaaलen,ही कविता बरीच सुविधा जालें,positive,sentence
हee कवितaa बरieच सुविधaa जaलēn,ही कविता बरीच सुविधा जालें,positive,sentence
हie कवितa बरīच सुविधa जahलen,ही कविता बरीच सुविधा जालें,positive,sentence
हī नदi अतिshaय घāण आसaa,ही नदी अतिशय घाण आसा,negative,sentence
हī नदie अतिshaय घaण आसā,ही नदी अतिशय घाण आसा,negative,sentence
हī नदī अतिshaय घahण आसā,ही नदी अतिशय घाण आसा,negative,sentence
हī नदī अतिsय घaण आसa,ही नदी अतिशय घाण आसा,negative,sentence
हee नदee अतिshय घaaण आसaa,ही नदी अतिशय घाण आसा,negative,sentence
हo गeम फaaर वaaयट जaaलen,हो गेम फार वायट जालें,negative,sentence
हOW गAYम फAHर वAHयट जĀलĒM,हो गेम फार वायट जालें,negative,sentence
हow गayम फāर वahयट जahलem,हो गेम फार वायट जालें,negative,sentence
हow गeyम फaर वāयट जāलen,हो गेम फार वायट जालें,negative,sentence
हo गeyम फāर वāयट जahलen,हो गेम फार वायट जालें,negative,sentence
हI मŪर्तI बरIEच नĀउमAYद आसĀ,ही मूर्ती बरीच नाउमेद आसा,negative,sentence
हee मooर्तee बरeeच नaaउमeद आसaa,ही मूर्ती बरीच नाउमेद आसा,negative,sentence
हie मūर्तie बरieच नaउमeद आसah,ही मूर्ती बरीच नाउमेद आसा,negative,sentence
हie मūर्तī बरiच नaउमeyद आसaa,ही मूर्ती बरीच नाउमेद आसा,negative,sentence
हi मuर्तi बरiच नāउमeyद आसā,ही मूर्ती बरीच नाउमेद आसा,negative,sentence
हAYN स्वप्न परAक्रमIE वAटटĀ,हें स्वप्न पराक्रमी वाटटा,positive,sentence
हen स्वप्न परaaक्रमee वaaटटaa,हें स्वप्न पराक्रमी वाटटा,positive,sentence
हeym स्वप्न परahक्रमi वaटटah,हें स्वप्न पराक्रमी वाटटा,positive,sentence
हayn स्वप्न परaक्रमi वaटटah,हें स्वप्न पराक्रमी वाटटा,positive,sentence
हen स्वप्न परahक्रमie वāटटah,हें स्वप्न पराक्रमी वाटटा,positive,sentence
हī प्रतिज्ञah फahर कमī आसah,ही प्रतिज्ञा फार कमी आसा,negative,sentence
हi प्रतिज्ञā फāर कमi आसa,ही प्रतिज्ञा फार कमी आसा,negative,sentence
हee प्रतिज्ञaa फaaर कमee आसaa,ही प्रतिज्ञा फार कमी आसा,negative,sentence
हi प्रतिज्ञa फaaर कमī आसā,ही प्रतिज्ञा फार कमी आसा,negative,sentence
हī प्रतिज्ञa फahर कमi आसaa,ही प्रतिज्ञा फार कमी आसा,negative,sentence
हeyn डōnगर प्रचmड आnतरसnबṃध करतah,हें डोंगर प्रचंड आंतरसंबंध करता,neutral,sentence
हeyṃ डoṃगर प्रचṃड आmतरसmबnध करतa,हें डोंगर प्रचंड आंतरसंबंध करता,neutral,sentence
हēn डownगर प्रचṃड आnतरसnबmध करतa,हें डोंगर प्रचंड आंतरसंबंध करता,neutral,sentence
हen डonगर प्रचnड आnतरसnबnध करतaa,हें डोंगर प्रचंड आंतरसंबंध करता,neutral,sentence
हem डowṃगर प्रचmड आmतरसnबnध करतah,हें डोंगर प्रचंड आंतरसंबंध करता,neutral,sentence
हi जohडā अतिsय अमर्यaद दिसतa,ही जोडा अतिशय अमर्याद दिसता,negative,sentence
हie जowडah अतिsaय अमर्यahद दिसतā,ही जोडा अतिशय अमर्याद दिसता,negative,sentence
हi जowडā अतिśय अमर्यahद दिसतā,ही जोडा अतिशय अमर्याद दिसता,negative,sentence
हi जowडā अतिshय अमर्यāद दिसतa,ही जोडा अतिशय अमर्याद दिसता,negative,sentence
हee जoडaa अतिshय अमर्यaaद दिसतaa,ही जोडा अतिशय अमर्याद दिसता,negative,sentence
हi ऍप असṃवēदनśīल यayतā,ही ऍप असंवेदनशील येता,negative,sentence
हee ऍप असnवeदनsheeल यeतaa,ही ऍप असंवेदनशील येता,negative,sentence
हī ऍप असmवēदनśiल यēतah,ही ऍप असंवेदनशील येता,negative,sentence
हī ऍप असṃवēदनsaiल यeyतaa,ही ऍप असंवेदनशील येता,negative,sentence
हi ऍप असnवeyदनshaiल यayतa,ही ऍप असंवेदनशील येता,negative,sentence
हen सoनen अवलoकन आसaa,हें सोनें अवलोकन आसा,neutral,sentence
हeṃ सowनayn अवलoकन आसa,हें सोनें अवलोकन आसा,neutral,sentence
हēm सōनēm अवलoकन आसah,हें सोनें अवलोकन आसा,neutral,sentence
हēm सohनayn अवलōकन आसah,हें सोनें अवलोकन आसा,neutral,sentence
हēṃ सohनēn अवलoकन आसa,हें सोनें अवलोकन आसा,neutral,sentence
हow हoटēल अतिshaय असṃबद्ध करतā,हो होटेल अतिशय असंबद्ध करता,negative,sentence
हo हoटeल अतिshय असnबद्ध करतaa,हो होटेल अतिशय असंबद्ध करता,negative,sentence
हoh हohटayल अतिsय असṃबद्ध करतa,हो होटेल अतिशय असंबद्ध करता,negative,sentence
हoh हohटayल अतिśय असnबद्ध करतā,हो होटेल अतिशय असंबद्ध करता,negative,sentence
हoh हohटēल अतिśय असṃबद्ध करतah,हो होटेल अतिशय असंबद्ध करता,negative,sentence
हen डonगर खooप व्यर्थ वaaटटaa,हें डोंगर खूप व्यर्थ वाटटा,negative,sentence
